Incident_Number,Area_Occ,Rpt_Dist,Dispatch_Date,Dispatch_Time,Call_Type_Code,Call_Type_Text
PD22012100001857,Southwest,0317,01/21/2022 12:00:00 AM,12:42:58,918M,MALE
PD22012100001880,Outside,,01/21/2022 12:00:00 AM,12:42:44,006,CODE 6
PD22012100001879,Outside,,01/21/2022 12:00:00 AM,12:42:42,006,CODE 6
PD22012100001878,Van Nuys,0911,01/21/2022 12:00:00 AM,12:42:02,006,CODE 6
PD22012100001877,Outside,,01/21/2022 12:00:00 AM,12:41:52,006,CODE 6
PD22012100001866,Newton,1345,01/21/2022 12:00:00 AM,12:41:49,620DR,DOM VIOL R/O
PD22012100001876,Outside,,01/21/2022 12:00:00 AM,12:41:48,902,TRAFFIC STOP
PD22012100001865,Olympic,2024,01/21/2022 12:00:00 AM,12:41:31,242S,SUSP
PD22012100001868,Foothill,1637,01/21/2022 12:00:00 AM,12:40:38,620FR,FAMILY R/O
PD22012100001871,Outside,,01/21/2022 12:00:00 AM,12:40:36,902,TRAFFIC STOP
PD22012100001780,Pacific,1434,01/21/2022 12:00:00 AM,12:40:29,9043,CPI
PD22012100001805,Rampart,0205,01/21/2022 12:00:00 AM,12:39:34,415G,GRP
PD22012100001867,Outside,,01/21/2022 12:00:00 AM,12:39:09,006,CODE 6
PD22012100001863,Devonshire,1723,01/21/2022 12:00:00 AM,12:38:22,415W,WOMAN
PD22012100001858,Pacific,1414,01/21/2022 12:00:00 AM,12:37:45,459I,INVEST
PD22012100001845,Wilshire,0701,01/21/2022 12:00:00 AM,12:37:37,415M,MAN
PD22012100001862,West Valley,1023,01/21/2022 12:00:00 AM,12:37:28,006,CODE 6
PD22012100001860,Outside,,01/21/2022 12:00:00 AM,12:37:07,902,TRAFFIC STOP
PD22012100001859,Outside,,01/21/2022 12:00:00 AM,12:36:53,006,CODE 6
PD22012100001784,N Hollywood,1524,01/21/2022 12:00:00 AM,12:36:39,918PF,POSS FEM
PD22012100001716,77th Street,1232,01/21/2022 12:00:00 AM,12:35:12,5031I,STOLEN INV
PD22012100001849,Hollenbeck,0404,01/21/2022 12:00:00 AM,12:35:11,9284,EVIDENCE
PD22012100001776,77th Street,1207,01/21/2022 12:00:00 AM,12:35:08,245I,INVEST
PD22012100001855,Outside,,01/21/2022 12:00:00 AM,12:34:50,006,CODE 6
PD22012100001807,77th Street,1266,01/21/2022 12:00:00 AM,12:34:50,459TI,ATT INVEST
PD22012100001852,Outside,,01/21/2022 12:00:00 AM,12:34:34,006,CODE 6
PD22012100001851,Outside,,01/21/2022 12:00:00 AM,12:34:11,006,CODE 6
PD22012100001836,Southeast,1822,01/21/2022 12:00:00 AM,12:33:29,242J,J/O
PD22012100001840,Mission,1972,01/21/2022 12:00:00 AM,12:33:17,905C,CRUELTY
PD22012100001837,Southeast,1822,01/21/2022 12:00:00 AM,12:33:03,245SN,SUSP NOW
PD22012100001847,Outside,,01/21/2022 12:00:00 AM,12:32:53,006,CODE 6
PD22012100001846,Northeast,1141,01/21/2022 12:00:00 AM,12:32:43,006,CODE 6
PD22012100001839,Van Nuys,0941,01/21/2022 12:00:00 AM,12:32:31,927AD,AMB D/B
PD22012100001843,Outside,,01/21/2022 12:00:00 AM,12:32:20,006,CODE 6
PD22012100001831,Wilshire,0752,01/21/2022 12:00:00 AM,12:31:09,904A,AMB
PD22012100001835,Foothill,1623,01/21/2022 12:00:00 AM,12:30:35,006,CODE 6
PD22012100001834,West Valley,1049,01/21/2022 12:00:00 AM,12:30:22,006,CODE 6
PD22012100001833,Rampart,0256,01/21/2022 12:00:00 AM,12:30:22,006,CODE 6
PD22012100001830,Central,0192,01/21/2022 12:00:00 AM,12:30:20,246I,INVEST
PD22012100001832,Outside,,01/21/2022 12:00:00 AM,12:30:03,006,CODE 6
PD22012100001829,Outside,,01/21/2022 12:00:00 AM,12:29:31,006,CODE 6
PD22012100001826,Outside,,01/21/2022 12:00:00 AM,12:28:12,006,CODE 6
PD22012100001824,Outside,,01/21/2022 12:00:00 AM,12:27:35,006,CODE 6
PD22012100001757,Newton,1373,01/21/2022 12:00:00 AM,12:27:07,620F,FAMILY
PD22012100001782,Hollywood,0676,01/21/2022 12:00:00 AM,12:26:09,459I,INVEST
PD22012100001815,West Valley,1035,01/21/2022 12:00:00 AM,12:26:04,906B1,CODE 30 RINGER
PD22012100001817,Outside,,01/21/2022 12:00:00 AM,12:25:58,006,CODE 6
PD22012100001809,77th Street,1269,01/21/2022 12:00:00 AM,12:25:56,245SN,SUSP NOW
PD22012100001816,Central,0195,01/21/2022 12:00:00 AM,12:25:48,006,CODE 6
PD22012100001798,Rampart,0245,01/21/2022 12:00:00 AM,12:25:29,907P3,POSS ATT SUICIDE
PD22012100001806,Pacific,1499,01/21/2022 12:00:00 AM,12:25:08,9032,HAZARD
PD22012100001813,Outside,,01/21/2022 12:00:00 AM,12:25:00,006,CODE 6
PD22012100001812,Outside,,01/21/2022 12:00:00 AM,12:24:50,006,CODE 6
PD22012100001811,Outside,,01/21/2022 12:00:00 AM,12:24:46,006,CODE 6
PD22012100001804,Outside,,01/21/2022 12:00:00 AM,12:23:43,902,TRAFFIC STOP
PD22012100001803,Southwest,0338,01/21/2022 12:00:00 AM,12:23:36,211J,J/O
PD22012100001745,Hollywood,0636,01/21/2022 12:00:00 AM,12:23:35,918F,FEM
PD22012100001801,Northeast,1113,01/21/2022 12:00:00 AM,12:23:25,620DR,DOM VIOL R/O
PD22012100001789,Foothill,1617,01/21/2022 12:00:00 AM,12:23:09,415M,MAN
PD22012100001800,Wilshire,0721,01/21/2022 12:00:00 AM,12:23:03,288P5,POSS NEGLECT
PD22012100001775,Hollywood,0637,01/21/2022 12:00:00 AM,12:22:37,415G,GRP
PD22012100001607,Hollywood,0638,01/21/2022 12:00:00 AM,12:22:32,415M,MAN
PD22012100001709,Topanga,2189,01/21/2022 12:00:00 AM,12:22:10,415M,MAN
PD22012100001689,Topanga,2158,01/21/2022 12:00:00 AM,12:22:09,459I,INVEST
PD22012100001778,Newton,1331,01/21/2022 12:00:00 AM,12:22:03,314M,MAN
PD22012100001797,Outside,,01/21/2022 12:00:00 AM,12:21:30,006,CODE 6
PD22012100001794,Outside,,01/21/2022 12:00:00 AM,12:20:43,006,CODE 6
PD22012100001792,Southwest,0325,01/21/2022 12:00:00 AM,12:20:25,006,CODE 6
PD22012100001790,Mission,1988,01/21/2022 12:00:00 AM,12:19:39,006,CODE 6
PD22012100001787,Outside,,01/21/2022 12:00:00 AM,12:19:04,006,CODE 6
PD22012100001786,Outside,,01/21/2022 12:00:00 AM,12:18:40,006,CODE 6
PD22012100001706,West LA,0832,01/21/2022 12:00:00 AM,12:18:30,620N,NEIGHBOR
PD22012100001773,N Hollywood,1522,01/21/2022 12:00:00 AM,12:17:57,245SN,SUSP NOW
PD22012100001770,Wilshire,0762,01/21/2022 12:00:00 AM,12:17:21,242A,AMB
PD22012100001777,Wilshire,0749,01/21/2022 12:00:00 AM,12:16:47,459I,INVEST
PD22012100001779,West LA,0898,01/21/2022 12:00:00 AM,12:16:27,5031,STOLEN
PD22012100001771,Olympic,2024,01/21/2022 12:00:00 AM,12:15:48,904A,AMB
PD22012100001774,N Hollywood,1553,01/21/2022 12:00:00 AM,12:14:55,006,CODE 6
PD22012100001643,77th Street,1255,01/21/2022 12:00:00 AM,12:13:57,245PS,POSS SUSP
PD22012100001769,Harbor,0557,01/21/2022 12:00:00 AM,12:13:36,314M,MAN
PD22012100001768,Outside,,01/21/2022 12:00:00 AM,12:12:44,006,CODE 6
PD22012100001766,Topanga,2134,01/21/2022 12:00:00 AM,12:12:31,906B4,OTHER/459 SILENT
PD22012100001760,Mission,1964,01/21/2022 12:00:00 AM,12:11:36,906R,ROBBERY (211 SILENT)
PD22012100001755,West Valley,1091,01/21/2022 12:00:00 AM,12:11:34,906B1,CODE 30 RINGER
PD22012100001762,Central,0152,01/21/2022 12:00:00 AM,12:11:05,314M,MAN
PD22012100001751,Olympic,2022,01/21/2022 12:00:00 AM,12:10:46,620N,NEIGHBOR
PD22012100001764,Pacific,1445,01/21/2022 12:00:00 AM,12:10:34,902,TRAFFIC STOP
PD22012100001763,Outside,,01/21/2022 12:00:00 AM,12:10:08,006,CODE 6
PD22012100001761,Outside,,01/21/2022 12:00:00 AM,12:09:42,006,CODE 6
PD22012100001756,Outside,,01/21/2022 12:00:00 AM,12:08:42,006,CODE 6
PD22012100001376,Hollywood,0628,01/21/2022 12:00:00 AM,12:08:42,6201,ROOMMATE
PD22012100001750,Hollywood,0676,01/21/2022 12:00:00 AM,12:08:02,9041,T/C
PD22012100001747,Central,0135,01/21/2022 12:00:00 AM,12:07:59,415F,FIGHT
PD22012100001754,Outside,,01/21/2022 12:00:00 AM,12:07:57,006,CODE 6
PD22012100001457,Central,0185,01/21/2022 12:00:00 AM,12:07:37,245I,INVEST
PD22012100001680,Central,0153,01/21/2022 12:00:00 AM,12:07:30,245PS,POSS SUSP
PD22012100001752,Outside,,01/21/2022 12:00:00 AM,12:07:01,006,CODE 6
PD22012100001748,Outside,,01/21/2022 12:00:00 AM,12:05:55,006,CODE 6
PD22012100001721,Foothill,1684,01/21/2022 12:00:00 AM,12:05:42,907A2,AMB O/D
PD22012100001746,Outside,,01/21/2022 12:00:00 AM,12:05:38,006,CODE 6
PD22012100001744,Mission,1935,01/21/2022 12:00:00 AM,12:04:51,415M8W,MAN ASSLTG WMN
PD22012100001717,Pacific,1407,01/21/2022 12:00:00 AM,12:04:42,459S,SUSP
PD22012100001731,Northeast,1143,01/21/2022 12:00:00 AM,12:04:05,2884I,ABUSE INVEST
PD22012100001743,Outside,,01/21/2022 12:00:00 AM,12:03:42,006,CODE 6
PD22012100001712,Hollywood,0659,01/21/2022 12:00:00 AM,12:03:40,314M,MAN
PD22012100001740,Rampart,0235,01/21/2022 12:00:00 AM,12:01:47,902,TRAFFIC STOP
PD22012100001723,Newton,1375,01/21/2022 12:00:00 AM,12:01:30,904AP,AMB PEDESTRIAN INVOL
PD22012100001739,Outside,,01/21/2022 12:00:00 AM,12:01:17,006,CODE 6
PD22012100001737,Southwest,0395,01/21/2022 12:00:00 AM,12:01:01,006,CODE 6
PD22012100001708,Devonshire,1761,01/21/2022 12:00:00 AM,12:00:56,242J,J/O
PD22012100001736,Outside,,01/21/2022 12:00:00 AM,12:00:38,902,TRAFFIC STOP
PD22012100001735,Outside,,01/21/2022 12:00:00 AM,12:00:32,902,TRAFFIC STOP
PD22012100001733,Outside,,01/21/2022 12:00:00 AM,11:59:54,902,TRAFFIC STOP
PD22012100001653,N Hollywood,1526,01/21/2022 12:00:00 AM,11:59:52,470TJ,ATT J/O
PD22012100001729,77th Street,1218,01/21/2022 12:00:00 AM,11:59:35,245AF,AMB SHOTS FIRED
PD22012100001730,Outside,,01/21/2022 12:00:00 AM,11:58:37,006,CODE 6
PD22012100001728,Outside,,01/21/2022 12:00:00 AM,11:58:21,006,CODE 6
PD22012100001727,Outside,,01/21/2022 12:00:00 AM,11:58:12,006,CODE 6
PD22012100001722,77th Street,1243,01/21/2022 12:00:00 AM,11:58:02,9041,T/C
PD22012100001726,Pacific,1469,01/21/2022 12:00:00 AM,11:58:01,006,CODE 6
PD22012100001711,Foothill,1636,01/21/2022 12:00:00 AM,11:57:55,5036,R/O STNDG BY REC VEH
PD22012100001719,Northeast,1162,01/21/2022 12:00:00 AM,11:57:45,242D,DOM VIOL
PD22012100001725,Outside,,01/21/2022 12:00:00 AM,11:57:32,006,CODE 6
PD22012100001724,Newton,1317,01/21/2022 12:00:00 AM,11:57:32,902,TRAFFIC STOP
PD22012100001700,Central,0101,01/21/2022 12:00:00 AM,11:57:07,415M,MAN
PD22012100001720,Outside,,01/21/2022 12:00:00 AM,11:56:36,006,CODE 6
PD22012100001718,Outside,,01/21/2022 12:00:00 AM,11:56:26,006,CODE 6
PD22012100001715,Northeast,1172,01/21/2022 12:00:00 AM,11:56:18,459P1S,POSS BFV SUSP
PD22012100001696,Van Nuys,0937,01/21/2022 12:00:00 AM,11:55:47,261I,INVEST
PD22012100001714,Outside,,01/21/2022 12:00:00 AM,11:55:25,006,CODE 6
PD22012100001710,Outside,,01/21/2022 12:00:00 AM,11:54:20,006,CODE 6
PD22012100001707,Outside,,01/21/2022 12:00:00 AM,11:53:40,006,CODE 6
PD22012100001638,Pacific,1463,01/21/2022 12:00:00 AM,11:53:37,9212,TRESPASS SUSP
PD22012100001705,Outside,,01/21/2022 12:00:00 AM,11:53:11,006,CODE 6
PD22012100001701,Topanga,2148,01/21/2022 12:00:00 AM,11:53:10,211H,CZN HLDG
PD22012100001704,Outside,,01/21/2022 12:00:00 AM,11:53:05,006,CODE 6
PD22012100001675,Olympic,2058,01/21/2022 12:00:00 AM,11:53:02,9212N,TRESPASS SUSP NOW
PD22012100001684,Devonshire,1782,01/21/2022 12:00:00 AM,11:52:54,9212,TRESPASS SUSP
PD22012100001670,Olympic,2014,01/21/2022 12:00:00 AM,11:52:53,906B1,CODE 30 RINGER
PD22012100001703,Hollywood,0663,01/21/2022 12:00:00 AM,11:52:18,006,CODE 6
PD22012100001702,Outside,,01/21/2022 12:00:00 AM,11:52:18,006,CODE 6
PD22012100001663,Pacific,1489,01/21/2022 12:00:00 AM,11:52:09,390MV,MAN IN VEH
PD22012100001699,Outside,,01/21/2022 12:00:00 AM,11:51:52,006,CODE 6
PD22012100001698,Outside,,01/21/2022 12:00:00 AM,11:50:52,006,CODE 6
PD22012100001697,Outside,,01/21/2022 12:00:00 AM,11:50:46,006,CODE 6
PD22012100001693,Rampart,0235,01/21/2022 12:00:00 AM,11:50:13,620D,DOM VIOL
PD22012100001695,Outside,,01/21/2022 12:00:00 AM,11:49:17,006,CODE 6
PD22012100001692,Outside,,01/21/2022 12:00:00 AM,11:48:38,006,CODE 6
PD22012100001690,Hollenbeck,0402,01/21/2022 12:00:00 AM,11:48:21,930W,WMN
PD22012100001687,Southwest,0331,01/21/2022 12:00:00 AM,11:48:11,594SN,SUSP NOW
PD22012100001691,Outside,,01/21/2022 12:00:00 AM,11:47:57,006,CODE 6
PD22012100001631,Central,0166,01/21/2022 12:00:00 AM,11:46:40,422SN,CRIMINAL THREATS SUS
PD22012100001688,Northeast,1118,01/21/2022 12:00:00 AM,11:46:37,006,CODE 6
PD22012100001685,Outside,,01/21/2022 12:00:00 AM,11:46:20,006,CODE 6
PD22012100001671,Northeast,1129,01/21/2022 12:00:00 AM,11:46:03,620D,DOM VIOL
PD22012100001636,Pacific,1444,01/21/2022 12:00:00 AM,11:45:42,415G,GRP
PD22012100001683,Outside,,01/21/2022 12:00:00 AM,11:44:58,006,CODE 6
PD22012100001682,Olympic,2091,01/21/2022 12:00:00 AM,11:44:55,006,CODE 6
PD22012100001678,Topanga,2126,01/21/2022 12:00:00 AM,11:44:48,4591I,BFV INVEST
PD22012100001681,Outside,,01/21/2022 12:00:00 AM,11:44:30,006,CODE 6
PD22012100001679,Outside,,01/21/2022 12:00:00 AM,11:44:13,902,TRAFFIC STOP
PD22012100001676,Southeast,1826,01/21/2022 12:00:00 AM,11:43:51,006,CODE 6
PD22012100001672,Foothill,1684,01/21/2022 12:00:00 AM,11:43:44,242J,J/O
PD22012100001673,N Hollywood,1503,01/21/2022 12:00:00 AM,11:43:41,5033J,GTA J/O
PD22012100001664,Mission,1988,01/21/2022 12:00:00 AM,11:42:32,459I,INVEST
PD22012100001669,Outside,,01/21/2022 12:00:00 AM,11:42:17,902,TRAFFIC STOP
PD22012100001667,West LA,0821,01/21/2022 12:00:00 AM,11:42:09,459I,INVEST
PD22012100001668,Outside,,01/21/2022 12:00:00 AM,11:41:45,006,CODE 6
PD22012100001662,77th Street,1249,01/21/2022 12:00:00 AM,11:41:30,415F,FIGHT
PD22012100001661,N Hollywood,1503,01/21/2022 12:00:00 AM,11:41:19,415W,WOMAN
PD22012100001660,77th Street,1204,01/21/2022 12:00:00 AM,11:41:13,211S,SUSP
PD22012100001666,Outside,,01/21/2022 12:00:00 AM,11:41:11,902,TRAFFIC STOP
PD22012100001659,Outside,,01/21/2022 12:00:00 AM,11:40:05,902,TRAFFIC STOP
PD22012100001642,Hollywood,0637,01/21/2022 12:00:00 AM,11:40:03,447A,AMB
PD22012100001658,Outside,,01/21/2022 12:00:00 AM,11:40:02,006,CODE 6
PD22012100001492,N Hollywood,1519,01/21/2022 12:00:00 AM,11:39:46,5036,R/O STNDG BY REC VEH
PD22012100001657,Outside,,01/21/2022 12:00:00 AM,11:39:37,902,TRAFFIC STOP
PD22012100001656,Outside,,01/21/2022 12:00:00 AM,11:38:51,006,CODE 6
PD22012100001655,Olympic,2091,01/21/2022 12:00:00 AM,11:38:22,006,CODE 6
PD22012100001654,Outside,,01/21/2022 12:00:00 AM,11:38:14,006,CODE 6
PD22012100001652,Outside,,01/21/2022 12:00:00 AM,11:37:45,006,CODE 6
PD22012100001651,Wilshire,0765,01/21/2022 12:00:00 AM,11:37:02,902,TRAFFIC STOP
PD22012100001649,Rampart,0205,01/21/2022 12:00:00 AM,11:37:00,918F,FEM
PD22012100001634,Van Nuys,0935,01/21/2022 12:00:00 AM,11:36:14,242AI,AMB INVEST
PD22012100001650,Topanga,2187,01/21/2022 12:00:00 AM,11:36:12,902,TRAFFIC STOP
PD22012100001648,Outside,,01/21/2022 12:00:00 AM,11:35:58,006,CODE 6
PD22012100001647,West Valley,1001,01/21/2022 12:00:00 AM,11:35:48,906R,ROBBERY (211 SILENT)
PD22012100001645,Outside,,01/21/2022 12:00:00 AM,11:34:56,006,CODE 6
PD22012100001587,Hollywood,0649,01/21/2022 12:00:00 AM,11:34:53,242D,DOM VIOL
PD22012100001644,Outside,,01/21/2022 12:00:00 AM,11:34:48,006,CODE 6
PD22012100001604,N Hollywood,1524,01/21/2022 12:00:00 AM,11:34:06,415W,WOMAN
PD22012100001601,N Hollywood,1503,01/21/2022 12:00:00 AM,11:34:02,242S,SUSP
PD22012100001641,Southwest,0317,01/21/2022 12:00:00 AM,11:33:50,006,CODE 6
PD22012100001640,Outside,,01/21/2022 12:00:00 AM,11:33:48,006,CODE 6
PD22012100001637,Olympic,2069,01/21/2022 12:00:00 AM,11:33:19,006,CODE 6
PD22012100001619,Newton,1372,01/21/2022 12:00:00 AM,11:32:48,5101,CAR
PD22012100001635,Outside,,01/21/2022 12:00:00 AM,11:32:12,006,CODE 6
PD22012100001519,West LA,0893,01/21/2022 12:00:00 AM,11:31:57,906B1,CODE 30 RINGER
PD22012100001541,West Valley,1004,01/21/2022 12:00:00 AM,11:30:30,242I,BATTERY INVEST
PD22012100001632,Outside,,01/21/2022 12:00:00 AM,11:30:17,006,CODE 6
PD22012100001630,West LA,0811,01/21/2022 12:00:00 AM,11:29:52,906R,ROBBERY (211 SILENT)
PD22012100001621,Southwest,0395,01/21/2022 12:00:00 AM,11:29:38,921C,COMPLAINT
PD22012100001624,Mission,1959,01/21/2022 12:00:00 AM,11:28:47,7203,FD
PD22012100001628,Outside,,01/21/2022 12:00:00 AM,11:28:39,006,CODE 6
PD22012100001456,Van Nuys,0941,01/21/2022 12:00:00 AM,11:28:33,4591I,BFV INVEST
PD22012100001600,Southwest,0355,01/21/2022 12:00:00 AM,11:28:27,9212,TRESPASS SUSP
PD22012100001622,Southeast,1804,01/21/2022 12:00:00 AM,11:28:16,918VM,VIOLENT MALE
PD22012100001627,Outside,,01/21/2022 12:00:00 AM,11:27:55,006,CODE 6
PD22012100001626,Outside,,01/21/2022 12:00:00 AM,11:27:50,006,CODE 6
PD22012100001623,Hollywood,0669,01/21/2022 12:00:00 AM,11:27:20,415MP3,MAN POSS GUN
PD22012100001625,Outside,,01/21/2022 12:00:00 AM,11:27:11,006,CODE 6
PD22012100001557,Pacific,1464,01/21/2022 12:00:00 AM,11:24:34,459I,INVEST
PD22012100001620,Outside,,01/21/2022 12:00:00 AM,11:24:31,006,CODE 6
PD22012100001617,77th Street,1258,01/21/2022 12:00:00 AM,11:24:17,415M8W,MAN ASSLTG WMN
PD22012100001606,Harbor,0504,01/21/2022 12:00:00 AM,11:24:16,904A,AMB
PD22012100001544,Van Nuys,0904,01/21/2022 12:00:00 AM,11:23:33,50321,RECOVERED STOLEN
PD22012100001616,Hollenbeck,0467,01/21/2022 12:00:00 AM,11:23:22,907A2,AMB O/D
PD22012100001615,West LA,0898,01/21/2022 12:00:00 AM,11:23:21,415M,MAN
PD22012100001618,Wilshire,0765,01/21/2022 12:00:00 AM,11:23:17,006,CODE 6
PD22012100001610,West LA,0852,01/21/2022 12:00:00 AM,11:22:27,9032,HAZARD
PD22012100001454,Devonshire,1785,01/21/2022 12:00:00 AM,11:22:27,459I,INVEST
PD22012100001614,Outside,,01/21/2022 12:00:00 AM,11:22:18,006,CODE 6
PD22012100001609,Hollywood,0666,01/21/2022 12:00:00 AM,11:22:04,415M,MAN
PD22012100001613,Central,0124,01/21/2022 12:00:00 AM,11:21:58,006,CODE 6
PD22012100001612,Central,0128,01/21/2022 12:00:00 AM,11:21:43,902,TRAFFIC STOP
PD22012100001611,Outside,,01/21/2022 12:00:00 AM,11:21:39,006,CODE 6
PD22012100001595,Topanga,2158,01/21/2022 12:00:00 AM,11:21:08,314MW,MAN/WMN
PD22012100001584,N Hollywood,1543,01/21/2022 12:00:00 AM,11:21:07,245PS,POSS SUSP
PD22012100001566,Devonshire,1775,01/21/2022 12:00:00 AM,11:20:19,242S,SUSP
PD22012100001602,Rampart,0236,01/21/2022 12:00:00 AM,11:20:08,900,UNKNOWN TROUBLE
PD22012100001605,Outside,,01/21/2022 12:00:00 AM,11:19:47,006,CODE 6
PD22012100001597,Northeast,1109,01/21/2022 12:00:00 AM,11:19:47,415M,MAN
PD22012100001603,Hollenbeck,0443,01/21/2022 12:00:00 AM,11:19:39,006,CODE 6
PD22012100001599,Outside,,01/21/2022 12:00:00 AM,11:18:49,006,CODE 6
PD22012100001598,Outside,,01/21/2022 12:00:00 AM,11:18:35,006,CODE 6
PD22012100001593,West LA,0803,01/21/2022 12:00:00 AM,11:18:27,415M,MAN
PD22012100001594,West Valley,1012,01/21/2022 12:00:00 AM,11:18:00,242D,DOM VIOL
PD22012100001596,Outside,,01/21/2022 12:00:00 AM,11:17:52,006,CODE 6
PD22012100001592,Central,0111,01/21/2022 12:00:00 AM,11:17:10,006,CODE 6
PD22012100001589,Pacific,1443,01/21/2022 12:00:00 AM,11:16:35,902,TRAFFIC STOP
PD22012100001583,West Valley,1029,01/21/2022 12:00:00 AM,11:16:14,459TSL,ATT SUSP J/L
PD22012100001581,Foothill,1659,01/21/2022 12:00:00 AM,11:15:59,4591J,BFV J/O
PD22012100001575,Northeast,1158,01/21/2022 12:00:00 AM,11:14:47,904A,AMB
PD22012100001582,Outside,,01/21/2022 12:00:00 AM,11:14:36,006,CODE 6
PD22012100001580,Outside,,01/21/2022 12:00:00 AM,11:14:04,902,TRAFFIC STOP
PD22012100001578,West Valley,1003,01/21/2022 12:00:00 AM,11:13:03,006,CODE 6
PD22012100001530,Central,0165,01/21/2022 12:00:00 AM,11:11:58,245AS,AMB SUSP
PD22012100001570,Van Nuys,0971,01/21/2022 12:00:00 AM,11:11:43,242SN,SUSP NOW
PD22012100001574,Central,0155,01/21/2022 12:00:00 AM,11:11:15,006,CODE 6
PD22012100001573,Outside,,01/21/2022 12:00:00 AM,11:11:05,006,CODE 6
PD22012100001553,West LA,0881,01/21/2022 12:00:00 AM,11:09:48,4591S,BFV SUSP
PD22012100001571,Outside,,01/21/2022 12:00:00 AM,11:09:41,006,CODE 6
PD22012100001393,Hollywood,0625,01/21/2022 12:00:00 AM,11:09:35,906B1,CODE 30 RINGER
PD22012100001568,Olympic,2069,01/21/2022 12:00:00 AM,11:08:05,006,CODE 6
PD22012100001567,Outside,,01/21/2022 12:00:00 AM,11:07:16,006,CODE 6
PD22012100001562,Rampart,0285,01/21/2022 12:00:00 AM,11:07:15,904A,AMB
PD22012100001532,Southeast,1822,01/21/2022 12:00:00 AM,11:06:39,5036,R/O STNDG BY REC VEH
PD22012100001565,Outside,,01/21/2022 12:00:00 AM,11:06:21,006,CODE 6
PD22012100001558,Devonshire,1721,01/21/2022 12:00:00 AM,11:06:19,930W,WMN
PD22012100001564,Pacific,1432,01/21/2022 12:00:00 AM,11:06:05,902,TRAFFIC STOP
PD22012100001563,Outside,,01/21/2022 12:00:00 AM,11:05:51,006,CODE 6
PD22012100001547,Pacific,1488,01/21/2022 12:00:00 AM,11:05:19,9282,ADULT
PD22012100001561,Outside,,01/21/2022 12:00:00 AM,11:05:13,006,CODE 6
PD22012100001559,Outside,,01/21/2022 12:00:00 AM,11:04:48,006,CODE 6
PD22012100001552,Wilshire,0722,01/21/2022 12:00:00 AM,11:04:44,484S,SUSP
PD22012100001556,Outside,,01/21/2022 12:00:00 AM,11:04:32,006,CODE 6
PD22012100001548,Olympic,2056,01/21/2022 12:00:00 AM,11:04:32,904A,AMB
PD22012100001555,Wilshire,0732,01/21/2022 12:00:00 AM,11:04:17,006,CODE 6
PD22012100001554,Outside,,01/21/2022 12:00:00 AM,11:04:04,006,CODE 6
PD22012100001538,Newton,1331,01/21/2022 12:00:00 AM,11:03:35,503P21,POSS RECOVERED STOLE
PD22012100001340,Devonshire,1725,01/21/2022 12:00:00 AM,11:02:56,906B1,CODE 30 RINGER
PD22012100001549,Outside,,01/21/2022 12:00:00 AM,11:02:53,006,CODE 6
PD22012100001542,Rampart,0257,01/21/2022 12:00:00 AM,11:01:58,906R,ROBBERY (211 SILENT)
PD22012100001479,Pacific,1432,01/21/2022 12:00:00 AM,11:01:26,415M,MAN
PD22012100001546,Outside,,01/21/2022 12:00:00 AM,11:01:24,006,CODE 6
PD22012100001545,Central,0155,01/21/2022 12:00:00 AM,11:01:22,006,CODE 6
PD22012100001533,Wilshire,0726,01/21/2022 12:00:00 AM,11:01:08,904A,AMB
PD22012100001543,Mission,1913,01/21/2022 12:00:00 AM,11:00:56,006,CODE 6
PD22012100001540,Outside,,01/21/2022 12:00:00 AM,11:00:42,006,CODE 6
PD22012100001539,Outside,,01/21/2022 12:00:00 AM,11:00:34,006,CODE 6
PD22012100001529,77th Street,1245,01/21/2022 12:00:00 AM,11:00:08,245S,SUSP
PD22012100001515,Southwest,0379,01/21/2022 12:00:00 AM,10:59:49,415M,MAN
PD22012100001536,Outside,,01/21/2022 12:00:00 AM,10:59:48,006,CODE 6
PD22012100001534,Southwest,0328,01/21/2022 12:00:00 AM,10:59:39,006,CODE 6
PD22012100001528,Hollenbeck,0499,01/21/2022 12:00:00 AM,10:58:49,006,CODE 6
PD22012100001527,Outside,,01/21/2022 12:00:00 AM,10:58:23,006,CODE 6
PD22012100001525,Outside,,01/21/2022 12:00:00 AM,10:57:32,006,CODE 6
PD22012100001524,Outside,,01/21/2022 12:00:00 AM,10:56:57,006,CODE 6
PD22012100001523,Outside,,01/21/2022 12:00:00 AM,10:56:02,006,CODE 6
PD22012100001522,Central,0111,01/21/2022 12:00:00 AM,10:55:57,006,CODE 6
PD22012100001517,Foothill,1605,01/21/2022 12:00:00 AM,10:55:07,620DR,DOM VIOL R/O
PD22012100001518,Southwest,0395,01/21/2022 12:00:00 AM,10:55:07,006,CODE 6
PD22012100001516,Devonshire,1701,01/21/2022 12:00:00 AM,10:54:45,900,UNKNOWN TROUBLE
PD22012100001503,77th Street,1283,01/21/2022 12:00:00 AM,10:53:25,2884I,ABUSE INVEST
PD22012100001509,N Hollywood,1506,01/21/2022 12:00:00 AM,10:53:24,415W,WOMAN
PD22012100001475,Hollywood,0663,01/21/2022 12:00:00 AM,10:53:19,50321,RECOVERED STOLEN
PD22012100001471,Topanga,2157,01/21/2022 12:00:00 AM,10:52:45,9212,TRESPASS SUSP
